Data;Process_name;Process_pid;Cpu_percent;Cpu_times_user;Cpu_times_system;Memory_percent;Memory_rss;Memory_vms
 12.12.2019 15:55:48; chromedriver.exe; 2608; 0.0; 0.05; 0.02; 0.08; 13.18; 6.66
 12.12.2019 15:55:48; chromedriver.exe; 5112; 0.0; 0.08; 0.05; 0.08; 13.67; 6.56
 12.12.2019 15:55:48; chromedriver.exe; 6124; 0.0; 0.05; 0.05; 0.08; 13.23; 6.71
 12.12.2019 15:55:48; chromedriver.exe; 6236; 0.0; 0.03; 0.02; 0.08; 12.93; 6.44
 12.12.2019 15:55:48; chromedriver.exe; 6612; 0.0; 0.08; 0.11; 0.08; 13.37; 6.73
 12.12.2019 15:55:48; chromedriver.exe; 8080; 0.0; 0.05; 0.05; 0.08; 13.4; 6.68
 12.12.2019 15:55:48; chromedriver.exe; 8972; 0.0; 0.05; 0.05; 0.08; 12.95; 6.4
 12.12.2019 15:55:48; chromedriver.exe; 9112; 0.0; 0.09; 0.08; 0.08; 13.44; 7.0
 12.12.2019 15:55:48; chromedriver.exe; 10000; 0.0; 0.03; 0.05; 0.08; 13.25; 6.59
 12.12.2019 15:55:48; chromedriver.exe; 10056; 0.0; 0.08; 0.08; 0.08; 13.2; 6.68
 12.12.2019 15:55:48; chromedriver.exe; 10248; 0.0; 0.08; 0.03; 0.08; 13.07; 6.46
 12.12.2019 15:55:48; chromedriver.exe; 10620; 0.0; 0.06; 0.03; 0.08; 13.61; 6.5
 12.12.2019 15:55:48; chromedriver.exe; 10656; 0.0; 0.14; 0.05; 0.08; 13.7; 6.57
 12.12.2019 15:55:48; chromedriver.exe; 10684; 0.0; 0.03; 0.03; 0.08; 13.21; 6.55
 12.12.2019 15:55:48; chromedriver.exe; 10764; 0.0; 0.08; 0.03; 0.08; 13.15; 6.65
 12.12.2019 15:55:48; chromedriver.exe; 12136; 0.0; 0.03; 0.02; 0.08; 12.96; 6.4
 12.12.2019 15:55:48; chromedriver.exe; 12272; 0.0; 0.02; 0.05; 0.08; 13.01; 6.61
 12.12.2019 15:55:48; chromedriver.exe; 1780; 0.0; 0.08; 0.05; 0.09; 13.96; 7.01
 12.12.2019 15:55:48; chromedriver.exe; 2608; 0.0; 0.05; 0.02; 0.08; 13.18; 6.66
 12.12.2019 15:55:48; chromedriver.exe; 5112; 0.0; 0.08; 0.05; 0.08; 13.67; 6.56
 12.12.2019 15:55:48; chromedriver.exe; 6124; 0.0; 0.05; 0.05; 0.08; 13.23; 6.71
 12.12.2019 15:55:48; chromedriver.exe; 6236; 0.0; 0.03; 0.02; 0.08; 12.93; 6.44
 12.12.2019 15:55:48; chromedriver.exe; 6612; 0.0; 0.08; 0.11; 0.08; 13.37; 6.73
 12.12.2019 15:55:48; chromedriver.exe; 8080; 0.0; 0.05; 0.05; 0.08; 13.4; 6.68
 12.12.2019 15:55:48; chromedriver.exe; 8972; 0.0; 0.05; 0.05; 0.08; 12.95; 6.4
 12.12.2019 15:55:48; chromedriver.exe; 9112; 0.0; 0.09; 0.08; 0.08; 13.44; 7.0
 12.12.2019 15:55:48; chromedriver.exe; 10000; 0.0; 0.03; 0.05; 0.08; 13.25; 6.59
 12.12.2019 15:55:48; chromedriver.exe; 10056; 0.0; 0.08; 0.08; 0.08; 13.2; 6.68
 12.12.2019 15:55:48; chromedriver.exe; 10248; 0.0; 0.08; 0.03; 0.08; 13.07; 6.46
 12.12.2019 15:55:48; chromedriver.exe; 10620; 0.0; 0.06; 0.03; 0.08; 13.61; 6.5
 12.12.2019 15:55:48; chromedriver.exe; 10656; 0.0; 0.14; 0.05; 0.08; 13.7; 6.57
 12.12.2019 15:55:48; chromedriver.exe; 10684; 0.0; 0.03; 0.03; 0.08; 13.21; 6.55
 12.12.2019 15:55:48; chromedriver.exe; 10764; 0.0; 0.08; 0.03; 0.08; 13.15; 6.65
 12.12.2019 15:55:48; chromedriver.exe; 12136; 0.0; 0.03; 0.02; 0.08; 12.96; 6.4
 12.12.2019 15:55:48; chromedriver.exe; 12272; 0.0; 0.02; 0.05; 0.08; 13.01; 6.61
